revrId,revrName,revrDate,revrText,revrStar,revrSource,revrExperience_Positive_or_Negative,restId
V000000229,Maham M.,2/27/21,I loved this place when I came with my friend it's cute and the coffee is great! Plus the staff is soo kind!,5,Google,P,R100009
V000000230,Austin G,2/19/21,"Right in front of a tall apartment building is the second location of Hyattsville-based coffee roastery Vigilante Coffee. Engulfed by apartment and commercial buildings, this location is in a long white brick building with a fun pink dinosaur mural on its side.

Since I went in the middle of the pandemic, I only got a glimpse of the inside as I picked up my maple latte. It looked spacious and well designed, a peaceful place to work/study post-pandemic.

Their order system is easy. Go to their website and follow the steps. Within minutes, your order is ready and handed to you by a friendly staff member.

The coffee itself is really good and they have many sugar and milk options including monkfruit.",5,Google,P,R100009
V000000231,Anthony S.,2/3/21,"This review is only on the bean sales, not the service of making coffee. There are two things that really annoy me about this place. First, the quantity in the bags. My most recent bag (which is the reason I am writing this review), had 303 grams of coffee instead of the 340 grams. Now, that wouldn't necessarily be a problem if the next time I bought a bag I got 380 grams. However, I have noticed that their bags are always shy of the advertised amount (I've weighed these on three different scales and all have the same measurement - I would urge Vigilante to double check their instruments!). Usually, I am 5-10 grams shy of the 340 gram amount. No big deal. But 37 grams short is about 10% (1.8$ of coffee on this most recent trip). This annoys me because I am not getting the advertised amount but also because it means that I don't have enough coffee for my week!",3,Google,N,R100009
V000000232,Kate B.,1/23/21,"Great coffee. It is nice to have a local roaster to support. While the service is not fast that's because they really seem to care, about health and safety as well as getting the orders done right.",5,Google,P,R100009
V000000233,Kara Y.,1/16/21,"Perfect jolt of coffee goodness to kick off the new year! I am so jealous that CP students have this so close to campus - where was Vigilante when we needed it 10+ years ago...??!

Due to COVID, their ordering process is online for curbside pick up. Make sure to check out their website before you stop by! My SO and I both enjoyed our maple spice lattes and I have to say, I really loved my version with oat milk (versus whole milk). The biscoff cookie took it over the top!

Highlight also had to be the pastry that we ordered (made by Souk) - the honey pistachio kougin amann was absolutely divine. The kougin amann was flaky, buttery, and the right amount of sweetness.

If we're ever nearby again, I definitely plan on trying more of their coffee/tea/food offerings!",4,Google,P,R100009
V000000234,Mat G.,1/10/21,"Holding down a strong flag for an independent coffee shop against the behemoth starbucks, is Vigilante Coffee! And they do everything oh so well! Vigilante Coffee has rare and exciting blends and always blows me away. Their outdoor seating is really great and this place always has a great vibe to it! Their bakery items are really excellent too!",5,Google,P,R100009
V000000235,Fushcia H.,12/29/20,"I stopped by here after getting lunch at NuVegan Cafe while on campus for the day. This was my first time here and wow, a very small place and very busy. I went last fall so it was packed and there were no spaces to sit. My friend and I decided to get coffees to go. It's was not my favorite coffee, I think it might have been a light roast because they seem to have less flavor but be more bitter at times. I'm not sure but I wasn't a fan. I think I'll try their teas next time I go and hopefully I'll find something I like!",3,Google,N,R100009
V000000236,Kwabena A.,11/7/21,I had ordered online 30 minutes prior to arriving after getting there I had to wait an additional 30 minutes and they continued to serve other customers and ignore my order. I went to the cash register twice and they had ignored me. Waste of time disrespectful workers,1,TripAdvisor,N,R100011
V000000237,Danielle L.,10/31/21,"I placed on online order for 1 chicken salad sandwich at 1:52 PM, thats it, no chips, cookie, soup or nothing. JUST 1 SINGLE CHICKEN SALAD sandwich. My receipt said it would be ready at 2:01PM. I literally got there at 2:02 and it wasn't ready so I waited another 5 min and finally asked the older lady at the cash register about my order. She and a guy looked through a pile of receipts and said its coming up. Another 20min passes and I ask the guy about my sandwich. He said ""its coming or you can just cancel it"" rudely. After I've been waiting over 20 min.. So I said, yeah go ahead and cancel but I want a receipt showing it was canceled since I already paid online"". He now has attitude and says ""I have to call it in later, there's nothing I can give you to show it was canceled"". So why would I leave without any documentation showing it was canceled and no sandwich? Now Im irritated so I said, lets just make the sandwich. I could only imagine leaving without anything then dealing with a dispute about a refund. So I'm still standing there, I watched several other people who came after me leave with their food. I am standing near the pickup shelf and the old lady from the register walks by me and made a rude comment about me standing there ""being all in the way"" I didn't get my sandwich until around 2:40 PM! I did not even get an apology or anything. I hate this location and they need new staff with better attitudes!! Top it off the sandwich was NASTY! Didn't add mayo or cheese as requested.",1,TripAdvisor,N,R100011
V000000238,Lily R.,4/19/21,"The food, workers, and everything else about this restaurant is great! However, the past few times I have been to this Potbelly's I have seen the manager treat his employees so terribly, just being excessively rude to them for no reason. Hope he can learn to treat them better, and maybe take this as a sign that customers can see just how demoralized he makes his employees feel.",1,TripAdvisor,N,R100011
V000000239,Maura A.,11/9/21,Waited 30 mins for two grilled chicken sandwiches. Major inconvenience when you have things to do,1,Google,N,R100011
V000000240,Aram K.,11/8/21,I love there sandwiches,5,Google,P,R100011
V000000241,Anand K.,11/7/21,"Poor service. Was waiting for my order 30+ minutes after it was supposed to be ready. I felt like I asked fairly politely where in line was my order. Worker could have told me it would have been an hour wait I was just looking for an answer but instead he snapped and said “you know what, you and apparently 400 other people had the idea to order right this second so maybe you should wait with everyone else”. Sandwhich could have used more bacon.",2,Google,N,R100011
V000000242,Ashley B.,9/23/21,Very rude and unprofessional girl that works at this location. I’ve never received customer service as such. Asked to speak with a manager that act as if she was nervous or scared. I believe the manager was new because other associates were showing her around.,1,Google,N,R100011
V000000243,Collabrio S.,9/20/21,Good food but interior is getting old. Needs a makeover ASAP. Customer serve was good,3,Google,P,R100011
V000000244,Stephanie S.,9/10/21,"I gave this place multiple tries, just to make sure it wasn’t a fluke - but they underfill their sandwiches consistently. It’s always 1 thin layer of meat, and in the end their sandwiches are half the thickness of other Potbelly locations.",1,Google,N,R100011
V000000245,Jennifer D.,9/10/21,Whoever the manager Is. is very unprofessional all she did was put my on hold after they delivered just bread and a piece of meet on it. I asked kindly she just kept hanging up on me. So that was a very bad experience. I lost 30 Dollars of food.,1,Google,N,R100011
V000000246,R.A. Toogood.,8/23/21,Great customer service.,5,Google,P,R100011
V000000247,Drew. B,7/20/21,Great sandwiches!,4,Google,P,R100011
V000000248,Carlos A.,7/15/21,Generally this place would have gotten four to five stars but they lose a star for losing track of the order and by just terrible customer service. The manager he's trying with the staff but the staff got to pull it together quickly.,3,Google,N,R100011
V000000249,David H.,7/10/21,Staff is friendly. Food was great. Always a big wreck on white with cheddar for me.,5,Google,P,R100011
V000000250,Chalita T.,6/20/21,"It was good but the chicken pot pie had to many vegetables and not enough meat, not flavorful. The sandwich, the wreck and chicken salad was good along with the bread.",4,Google,P,R100011
V000000251,Adebisi A.,6/15/21,Potbelly just makes me happy. It's a quick good eats that's so enjoyable. The turkey on whole wheat with all the works (minus mustard and pickles) hits every single time. It's one of those places you just can't go wrong.,5,Google,P,R100011
V000000252,Jayaraman D.,6/10/21,"Have always loved Potbelly - great service, great food, and great price!",5,Google,P,R100011
V000000253,Kristien P.,5/23/21,"The store is clean and well kept. We ordered ""A Wreck"" and a Chicken salad salad. The kids working there are friendly and efficient. I should've taken a photo as I usually do but the sandwich didn't stand a chance! Thanks.",5,Google,P,R100011
V000000254,Robyn S.,11/20/21,"So over rated. Slow service. Over greasy. Broken nachos. Messed up order. Burnt shrimp. Other things were ok, but not like anything to write home about. Don't get it.",3,Yelp,N,R100012
V000000255,Ken Y.,11/19/21,"Busboys has been a favorite drink and dine spot for some years, and the Hyattsville location is probably my favorite.  The location is accessible with plenty of parking, and there's almost never a wait for more than 20 minutes.  They managed to stay open and thriving in the midst of a pandemic without a hitch. The most important reason to come here is the food, which is consistently good (take note Busboys in Baltimore).  It kind of sucks that I drive past the location closest to me to come to Hyattsville, but hey...",4,Yelp,P,R100012
V000000256,Cynthia N.,11/16/21,"Food is great, service excellent and the ambiance absolutely sets the mood for deep thought or enjoying another's company.",5,Yelp,P,R100012
V000000257,LaShanta M.,11/14/21,We had a awesome first experience and the service was great and the food was delicious. Thank you to the Manager(Amber) and Server who displayed excellent customer service.,5,Yelp,P,R100012
V000000258,Monica G.,10/27/21,The service is great and the food is good. When you ordered online through door dash they leave out drinks. This had happened to me multiple times.,4,Yelp,P,R100012
V000000259,Meg S.,10/20/21,"Went during happy hour. I made a reservation, but it wasn't busy when i arrived. The happy hour drink specials are good especially if you drink wine. Per other Yelp reviews, i ended up choosing the salmon. It was really good.I've been told all the restaurants are a little different so i do plan to try out the other locations.The book store is a great addition too",4,Yelp,P,R100012
V000000260,Keith C.,10/16/21,"Great food and great atmosphere. I've been going to this location for years and the food is always good. The service at this location has fallen off a little bit, slower than it used to be. However the food is always good in the atmosphere is always nice.",4,Yelp,P,R100012
V000000261,Valerie D.,10/14/21,"There is no place I would rather brunch. Awesome food, big patio, good coffee, great servers.",5,Yelp,P,R100012
V000000262,Ido T.,7/6/21,Possible understaffing creating delayed services and orders. Be ready to wait for your meal....,3,Yelp,N,R100012
V000000263,Karen J.,7/2/21,"I love this place, I didn't like grits until I had their shrimp and grits...,so in love with shrimp and grits, and now we can go out to eat again...oh I'm going today yummy for my tummy",5,Yelp,P,R100012
V000000264,Susan S.,6/27/21,"Know that the Virtual waitlist is a suggestion but not at all accurate. Every time we arrive, on the virtual waitlist or not, it is ALWAYS 30-60 minutes wait due to staff shortage. Sitting outdoors in the main drag through town is super loud and disruptive so we always ask ourselves why we come back. We all can find food we like here including our vegan family members but service, wait time and outdoor seating pretty much stink.",3,Yelp,N,R100012
V000000265,Shyam S.,4/5/21,"Excellent food, excellent service. Felt very comfortable eating there because of their outdoor seating option and COVID safety precautions. Many vegetarian options.",5,Yelp,P,R100012
V000000266,Diran B.,2/24/21,Never had a bad experience here. The restaurant has a nice vibe and they also have the best chicken nachos!!,5,Yelp,P,R100012
V000000267,Natalya N.,1/7/21,I went here for brunch with my friends and it was a pleasant experience.The prices are very reasonable in comparison to serving sizes of the much of the food they offer. I wish they would explain exactly how much food one would be receiving before the customer can place their order(s). The food was delicious and there was plenty more for me to take home.The COVID restrictions they had in place were that no more than 6 people could be seated at a table and large groups should wait outside until they are seated.,4,Yelp,P,R100012
V000000268,Leslie S.,1/4/21,"We've been coming here for a while, but I just wanted to say their response to COVID has been great. Fast carry out and delivery, designated place to pick up food, all our favorites available to eat at home. I look forward to dining here in person again someday!",5,Yelp,P,R100012
V000000269,Iskender K.,5/25/21,"Was a decent Turkey melt sandwich, run into 2 items while chewing. Tasteless things were pretty hard to chew and unknown to me?",3,Google,P,R100011
V000000270,Rose V.,5/19/21,The food a great but my problem is the delivery service. When I ordered on the website it took them an hour to get my food. They say it is because they have to call a door dash driver to pick it and told me it is easier to just use door dash at the beginning. The problem with that is you can’t use the reward points and the prices for the sandwich goes up. I think they should tell people when they orders that it will take longer and not give fake delivery times or just not have a delivery option on their website.,2,Google,N,R100011
V000000271,Yaleyra C.,4/23/21,The sandwiches were delicious but the employees have to be more friendly they have to treat their customers better have a better attitude,4,Google,P,R100011
V000000272,Bill G.,2/20/21,Good sandwich for a good price.The staff was very friendly.,4,Google,P,R100011
V000000273,Jovonna W.,1/12/21,"I went there today and soon as I tell the young lady with locks what i wanted she acted really confused . I was telling her I wanted the pick your pair , she kept asking me but pointed right at it after I told her three times",3,Google,N,R100011
